"Line Number/
мНЛЕП КХМХХ";"Maximum Design Press Mpa g/
лЮЙЯ.ПЮЯВЕРМНЕ ДЮБКЕМХЕ,лоЮ ХГА  ";"Operating Press
Mpa g/
пЮАНВЕЕ ДЮБКЕМХЕ, лоЮ ХГА";"Fluid Medium Group and Pipeline Category per GOST 32569-2013 Tab 5.1
цПСООЮ ЯПЕДШ Х ЙЮРЕЦНПХЪ РПСАНОПНБНДЮ ЯНЦКЮЯМН РЮАКХЖЕ 5.1 цняр 32569-2013 ";"Radiograhic Test/ Ultrasonic Test %/
пЮДХНЦПЮТХВЕЯЙХИ ЙНМРПНКЭ/сКЭРПЮГБСЙНБНИ ЙНМРПНКЭ, %";Liquid penetrant / лagnetic particle test  % / йЮОХККЪПМШИ / ЛЮЦМХРНОНПНЬЙНБШИ ЙНМРПНКЭ %;"Positive Material Identification/
йНМРПНКЭ УХЛХВЕЯЙНЦН ЯНЯРЮБЮ ЛЮРЕПХЮКЮ";"Hardness Test/
хЯОШРЮМХЕ МЮ РБЕПДНЯРЭ"
5-11-0A1083;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1084;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1085;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1086;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1087;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1088;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1089;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1090;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1091;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1092;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1093;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1094;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1095;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1096;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1097;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1098;9.8;25/47;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1099;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1100;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1104;4;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1105;1;ATM;аЮ-II/ Ba-II;0.1;0;NO/мер;"N/A
м/о"
5-11-0A1106;1;ATM;аЮ-II/ Ba-II;0.1;0;NO/мер;"N/A
м/о"
5-11-0A1107;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1108;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1109;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1110;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1111;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1112;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1113;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1114;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1115;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1116;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1117;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1119;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1120;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1121;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1122;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1123;0.3;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1124;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1125;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1126;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1127;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1129;9.8;0.05;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1130;9.8;0.05;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1132;9.8;5.80/6.6;аЮ-I/ Ba-I;1;1;NO/мер;YES/дю
5-11-0A1133;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1135;9.8;5.85/7.40;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-0A1136;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191001;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191002;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191003;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191004;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191005;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191006;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191007;1;0.6/0.8;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191008;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191009;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191010;0.2;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191011;1.6;0.3;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191012;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191013;1;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191014;0.2;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191015;1.6;0.05/0.3;аА-I/ Bb-I;1;1;NO/мер;"N/A
м/о"
5-11-191016;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191017;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191018;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191019;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191020;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191021;9.8;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-191022;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-811001;1.6;1.0;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-811002;1.6;1.0;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-811003;1.6;1.0;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-841001;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841002;9.8;5.80/7.35;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841003;5.2;4.0;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841004;5.2;4.0;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841005;4;3.4/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841006;4;3.4/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841007;4;3.4/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841008;1;0.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841009;1;0.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841010;1;0.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841011;1;0.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841012;5.2;0.01;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841013;9.8;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841014;4;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841015;4;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841018;1;ATM;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-841019;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841020;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841021;4;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-841022;4;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-871001;1.6;0.2/0.63/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871002;1.6;0.2/0.63/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871003;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871004;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871005;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871006;1.6;0.2/0.43/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871007;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871008;1.6;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871009;1.6;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871010;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871011;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871012;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871013;0.2;ATM;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871014;1.6;0.2/0.63/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871015;1.6;0.2/0.63/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871016;1.6;0.2/0.53/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871017;1.6;0.2/0.63/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871018;1.6;0.2/0.63/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871019;1.6;0.2/0.43/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871020;1.6;0.2/0.43/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-871021;1.6;0.2/0.43/0.884;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891001;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891002;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891003;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891004;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891005;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891006;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891007;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891009;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891011;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891012;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891013;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891014;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891015;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891016;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891019;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891020;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891021;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891022;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891023;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891024;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891025;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891026;1.6;0.6/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-891027;1.6;0.4/0.7;"N/A
м/о";0.03;0;NO/мер;"N/A
м/о"
5-11-901001;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901002;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901003;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901004;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901005;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901006;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901007;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901008;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901009;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901010;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901011;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901012;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901013;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901014;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901015;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901016;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901018;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901019;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901020;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901021;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901022;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901023;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901024;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901025;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901026;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901027;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901028;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901029;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901030;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901031;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901032;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901033;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901034;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901035;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901036;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901037;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901038;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901039;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901040;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901041;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901042;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901043;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901044;1;0.01;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901045;1;ATM;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901046;1;ATM;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901047;1;ATM;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901048;1;ATM;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901049;3.6;0.01/1.78;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901050;9.8;0.01/1.78;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901051;9.8;0.01/3.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901052;9.8;0.01/3.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901053;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901054;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901055;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901056;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901057;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901058;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901059;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901060;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901061;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901062;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901063;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901064;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901065;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901066;5.2;0.01/4.0;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901067;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901068;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901069;8.34;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901070;9.8;0.01/7.35;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901071;9.8;0.01/7.4;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901072;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901073;4;0.01/3.5;аЮ-I/ Ba-I;1;1;YES/дю;"N/A
м/о"
5-11-901074;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-901075;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-901076;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-901077;1;ATM;аЮ-I/ Ba-I;1;1;NO/мер;"N/A
м/о"
5-11-941001;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941002;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941003;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941005;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941006;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941007;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941008;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941009;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941010;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941011;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941012;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941013;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941014;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941015;14;13;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941016;9.8;7.4;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941017;9.8;7.4;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941018;9.8;7.4;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941019;5.2;4.0;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941020;1.6;0.5;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941021;9.8;7.4;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941022;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941023;5.2;4.0;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941024;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941025;1.6;0.5;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941026;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941027;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941028;9.8;7.4;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941029;9.8;7.4;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941030;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941031;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941032;1;0.5;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-941033;9.8;1.78;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941034;9.8;1.78;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941035;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941036;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941037;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941038;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941039;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941040;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941041;9.8;0.6/0.8;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941042;9.8;5.8/7.35;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941043;9.8;5.80/7.35;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941044;4;3.5;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-941045;1;0.5;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-941046;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941047;9.8;7.4;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941048;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941049;5.2;4.0;B-I/ V-I;1;1;NO/мер;"N/A
м/о"
5-11-941050;1.6;ATM;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-941051;1.6;0.5;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951001;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951002;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951003;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951004;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951005;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951006;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951007;1;0.6/0.8;B-III/ V-III;0.1;0;NO/мер;"N/A
м/о"
5-11-951008;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-951009;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-951011;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-951012;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-951013;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
5-11-951014;1;0.6/0.8;B-III/ V-III;0.1;0;YES/дю;"N/A
м/о"
